addressLine1	bathrooms	bedrooms	city	county	createdDate	daysOnMarket	formattedAddress	id	lastSeen	latitude	listedDate	longitude	lotSize	price	propertyType	rawAddress	removedDate	squareFootage	state	status	yearBuilt	zipCode
14409 Alice Rd			Tomball	Harris County	2022-08-05T13:55:33.793Z	87	14409 Alice Rd, Tomball, TX 77377	14409-Alice-Rd,-Tomball,-TX-77377	2022-10-24T14:55:19.380Z	30.076184	2022-07-30T14:26:21.000Z	-95.640957	203425	850000	Single Family	14409 Alice Rd, Tomball, TX 77377			TX	Active		77377
8522 Graceful Bend Ln	4	5	Humble	Harris County	2022-08-05T13:55:33.785Z	86	8522 Graceful Bend Ln, Humble, TX 77396	8522-Graceful-Bend-Ln,-Humble,-TX-77396	2022-10-24T14:55:19.380Z	29.927991	2022-07-30T15:41:33.000Z	-95.259207	10550	555000	Single Family	8522 Graceful Bend Ln, Humble, TX 77396		4536	TX	Active	2003	77396
9402 Stonebridge Lake Ct	5	5	Tomball	Harris County	2022-08-05T13:55:33.785Z	86	9402 Stonebridge Lake Ct, Tomball, TX 77375	9402-Stonebridge-Lake-Ct,-Tomball,-TX-77375	2022-10-24T14:55:19.379Z	30.127227	2022-07-30T16:08:13.000Z	-95.568134	68280	1595000	Single Family	9402 Stonebridge Lake Ct, Tomball, TX 77375		5577	TX	Active	2000	77375
15335 Ordie Run Dr	3	4	Humble	Harris County	2022-10-05T14:45:45.800Z	87	15335 Ordie Run Dr, Humble, TX 77346	15335-Ordie-Run-Dr,-Humble,-TX-77346	2022-10-24T14:55:19.379Z	29.943739	2022-07-30T11:40:15.000Z	-95.206081	11173	384500	Single Family	15335 Ordie Run Dr, Humble, TX 77346		2773	TX	Active	2020	77346
2251 Camden Arbor Trl	2.5		Pearland	Harris County	2022-10-14T14:54:08.611Z	86	2251 Camden Arbor Trl, Pearland, TX 77089	2251-Camden-Arbor-Trl,-Pearland,-TX-77089	2022-10-24T14:55:19.377Z	29.567646	2022-07-31T08:50:51.000Z	-95.242889		544075	Single Family	2251 Camden Arbor Trl, Pearland, TX 77089		2636	TX	Active		77089
3516 Lynette Cove Pl	2.5	3	Houston	Harris County	2022-10-01T14:53:24.254Z	86	3516 Lynette Cove Pl, Houston, TX 77018	3516-Lynette-Cove-Pl,-Houston,-TX-77018	2022-10-24T14:55:19.377Z	29.820154	2022-07-30T17:08:55.000Z	-95.430139	4433	584900	Single Family	3516 Lynette Cove Pl, Houston, TX 77018		2426	TX	Active	2021	77018
5436 Ne Arapahoe St	1	2	Houston	Harris County	2022-08-05T13:55:33.775Z	86	5436 Ne Arapahoe St, Houston, TX 77020	5436-Ne-Arapahoe-St,-Houston,-TX-77020	2022-10-24T14:55:19.377Z	29.770829	2022-07-30T19:44:22.000Z	-95.315818	4151	185000	Single Family	5436 NE Arapahoe St, Houston, TX 77020		1090	TX	Active	1942	77020
5218 Southlea St	1	3	Houston	Harris County	2022-08-05T13:55:33.779Z	86	5218 Southlea St, Houston, TX 77033	5218-Southlea-St,-Houston,-TX-77033	2022-10-24T14:55:19.376Z	29.683676	2022-07-30T18:45:18.000Z	-95.341569	6251	214900	Single Family	5218 Southlea St, Houston, TX 77033		1008	TX	Active	1955	77033
16123 Mersmann Rdg	2	4	Hockley	Harris County	2022-09-03T14:29:09.984Z	86	16123 Mersmann Rdg, Hockley, TX 77447	16123-Mersmann-Rdg,-Hockley,-TX-77447	2022-10-24T14:55:19.376Z	29.999388	2022-07-30T21:37:16.000Z	-95.796874		328740	Single Family	16123 Mersmann Rdg, Hockley, TX 77447		1748	TX	Active	2022	77447
39 Mott Ln	6	5	Piney Point Village	Harris County	2022-08-05T13:55:33.785Z	86	39 Mott Ln, Piney Point Village, TX 77024	39-Mott-Ln,-Piney-Point-Village,-TX-77024	2022-10-24T14:55:19.376Z	29.747408	2022-07-30T16:41:42.000Z	-95.519831	55143	3200000	Single Family	39 Mott Ln, Piney Point Village, TX 77024		6234	TX	Active	1992	77024
11010 Sageyork Dr	2	4	Houston	Harris County	2022-08-05T13:55:33.771Z	86	11010 Sageyork Dr, Houston, TX 77089	11010-Sageyork-Dr,-Houston,-TX-77089	2022-10-24T14:55:19.375Z	29.586902	2022-07-30T20:38:44.000Z	-95.232517	7832	309999	Single Family	11010 Sageyork Dr, Houston, TX 77089		2158	TX	Active	1972	77089
517 Leverkuhn St	2.5	2	Houston	Harris County	2022-08-05T13:55:33.771Z	86	517 Leverkuhn St, Houston, TX 77007	517-Leverkuhn-St,-Houston,-TX-77007	2022-10-24T14:55:19.375Z	29.767302	2022-07-30T20:38:44.000Z	-95.400992	1350	447000	Townhouse	517 Leverkuhn St, Houston, TX 77007		1834	TX	Active	1999	77007
3303 Parkwood Dr	2.5	3	Houston	Harris County	2022-08-05T13:21:19.917Z	86	3303 Parkwood Dr, Houston, TX 77021	3303-Parkwood-Dr,-Houston,-TX-77021	2022-10-24T14:55:19.373Z	29.708256	2022-07-30T22:53:29.000Z	-95.371136	13730	539900	Single Family	3303 Parkwood Dr, Houston, TX 77021		2539	TX	Active	1937	77021
11415 Legend Manor Dr	4.5	5	Houston	Harris County	2022-08-05T13:21:19.920Z	86	11415 Legend Manor Dr, Houston, TX 77082	11415-Legend-Manor-Dr,-Houston,-TX-77082	2022-10-24T14:55:19.372Z	29.719582	2022-07-30T21:59:24.000Z	-95.579758	11853	1360000	Single Family	11415 Legend Manor Dr, Houston, TX 77082		5422	TX	Active	2004	77082
3510 Lynette Cove Pl	2.5	3	Houston	Harris County	2022-10-01T14:53:24.255Z	86	3510 Lynette Cove Pl, Houston, TX 77018	3510-Lynette-Cove-Pl,-Houston,-TX-77018	2022-10-24T14:55:19.372Z	29.819932	2022-07-30T19:39:20.000Z	-95.430137	3447	554900	Single Family	3510 Lynette Cove Pl, Houston, TX 77018		2540	TX	Active	2022	77018
5543 Honor Dr	3.5	4	Houston	Harris County	2022-08-05T13:55:33.778Z	86	5543 Honor Dr, Houston, TX 77041	5543-Honor-Dr,-Houston,-TX-77041	2022-10-24T14:55:19.372Z	29.850478	2022-07-30T18:56:58.000Z	-95.608333	13913	639900	Single Family	5543 Honor Dr, Houston, TX 77041		3549	TX	Active	1993	77041
3905 Golf Dr	3	3	Houston	Harris County	2022-08-05T13:21:19.915Z	86	3905 Golf Dr, Houston, TX 77018	3905-Golf-Dr,-Houston,-TX-77018	2022-10-24T14:55:19.370Z	29.823138	2022-07-30T23:28:33.000Z	-95.424344	9074	999999	Single Family	3905 Golf Dr, Houston, TX 77018		3048	TX	Active	2005	77018
22919 Rosewood Trl	2	4	Tomball	Harris County	2022-08-05T13:21:19.915Z	86	22919 Rosewood Trl, Tomball, TX 77377	22919-Rosewood-Trl,-Tomball,-TX-77377	2022-10-24T14:55:19.370Z	30.096927	2022-07-31T00:12:50.000Z	-95.714131	55064	430000	Single Family	22919 Rosewood Trl, Tomball, TX 77377		2077	TX	Active	1981	77377
7954 Redland Woods Dr	2	3	Houston	Harris County	2022-08-05T13:21:19.915Z	86	7954 Redland Woods Dr, Houston, TX 77040	7954-Redland-Woods-Dr,-Houston,-TX-77040	2022-10-24T14:55:19.370Z	29.895913	2022-07-30T22:57:00.000Z	-95.518239	7196	350000	Single Family	7954 Redland Woods Dr, Houston, TX 77040		2165	TX	Active	2006	77040
11823 Parsifal Creek Rd	3	4	Humble	Harris County	2022-08-12T09:57:33.348Z	86	11823 Parsifal Creek Rd, Humble, TX 77346	11823-Parsifal-Creek-Rd,-Humble,-TX-77346	2022-10-24T14:55:19.370Z	29.958802	2022-07-31T00:00:00.000Z	-95.203412	8460	649603	Single Family	11823 Parsifal Creek Rd, Humble, TX 77346		3059	TX	Active	2022	77346
3218 Holly Crossing Dr	2.5	3	Houston	Harris County	2022-08-05T13:21:19.910Z	86	3218 Holly Crossing Dr, Houston, TX 77042	3218-Holly-Crossing-Dr,-Houston,-TX-77042	2022-10-24T14:55:19.369Z	29.729972	2022-07-31T02:03:54.000Z	-95.549712	2984	359500	Single Family	3218 Holly Crossing Dr, Houston, TX 77042		2376	TX	Active	2007	77042
11202 Flying Geese Ln	2.5	4	Tomball	Harris County	2022-08-05T13:21:19.908Z	86	11202 Flying Geese Ln, Unit 1, Tomball, TX 77375	11202-Flying-Geese-Ln,-Unit-1,-Tomball,-TX-77375	2022-10-24T14:55:19.369Z	30.046097	2022-07-31T02:50:09.000Z	-95.586059	5837	285000	Single Family	11202 Flying Geese Ln Unit 1, Tomball, TX 77375		2083	TX	Active	2007	77375
301 Granberry St	3.5	3	Humble	Harris County	2022-08-05T13:21:19.911Z	86	301 Granberry St, Humble, TX 77338	301-Granberry-St,-Humble,-TX-77338	2022-10-24T14:55:19.369Z	29.997126	2022-07-31T01:07:11.000Z	-95.263882	6599	635000	Single Family	301 Granberry St, Humble, TX 77338		4438	TX	Active	1925	77338
1215 Elmgrove Park Ln	3.5	4	Pasadena	Harris County	2022-08-05T13:21:19.915Z	86	1215 Elmgrove Park Ln, Pasadena, TX 77586	1215-Elmgrove-Park-Ln,-Pasadena,-TX-77586	2022-10-24T14:55:19.369Z	29.585733	2022-07-30T23:02:43.000Z	-95.055105	6599	410000	Single Family	1215 Elmgrove Park Ln, Pasadena, TX 77586		3852	TX	Active	1998	77586
3305 Sauer St	1	2	Houston	Harris County	2020-09-21T21:08:19.307Z	86	3305 Sauer St, Houston, TX 77004	3305-Sauer-St,-Houston,-TX-77004	2022-10-24T14:55:19.368Z	29.729657	2022-07-30T23:14:25.000Z	-95.359091	2587	223000	Single Family	3305 Sauer St, Houston, TX 77004		890	TX	Active	1936	77004
2247 Camden Arbor Trl	3.5		Pearland	Harris County	2022-10-14T14:55:26.008Z	86	2247 Camden Arbor Trl, Pearland, TX 77089	2247-Camden-Arbor-Trl,-Pearland,-TX-77089	2022-10-24T14:55:17.367Z	29.567774	2022-07-31T08:50:51.000Z	-95.243042		636310	Single Family	2247 Camden Arbor Trl, Pearland, TX 77089		3592	TX	Active		77089
1931 Heather Canyon Dr	2.5		Pearland	Harris County	2022-10-14T14:54:34.362Z	86	1931 Heather Canyon Dr, Pearland, TX 77089	1931-Heather-Canyon-Dr,-Pearland,-TX-77089	2022-10-24T14:55:17.366Z	29.567759	2022-07-31T08:50:51.000Z	-95.242111		532640	Single Family	1931 Heather Canyon Dr, Pearland, TX 77089		2949	TX	Active		77089
1927 Heather Canyon Dr	3.5		Pearland	Harris County	2022-10-19T14:53:50.440Z	86	1927 Heather Canyon Dr, Pearland, TX 77089	1927-Heather-Canyon-Dr,-Pearland,-TX-77089	2022-10-24T14:55:17.365Z	29.567879	2022-07-31T08:50:51.000Z	-95.241966		615545	Single Family	1927 Heather Canyon Dr, Pearland, TX 77089		3592	TX	Active		77089
201 Bylane Dr	5	5	Houston	Harris County	2022-08-05T13:21:19.900Z	86	201 Bylane Dr, Houston, TX 77024	201-Bylane-Dr,-Houston,-TX-77024	2022-10-24T14:55:17.365Z	29.751373	2022-07-31T14:35:54.000Z	-95.524593	24616	1895000	Single Family	201 Bylane Dr, Houston, TX 77024		4985	TX	Active	1997	77024
2323 Augusta Dr	2.5	2	Houston	Harris County	2022-08-05T13:21:19.885Z	85	2323 Augusta Dr, Apt 1, Houston, TX 77057	2323-Augusta-Dr,-Apt-1,-Houston,-TX-77057	2022-10-24T14:55:17.365Z	29.742241	2022-07-31T17:25:39.000Z	-95.481819		309999	Townhouse	2323 Augusta Dr Apt 1, Houston, TX 77057		2288	TX	Active	1976	77057
1113 Ave B	2.5	5	Katy	Harris County	2022-08-05T13:21:19.889Z	85	1113 Ave B, Katy, TX 77493	1113-Ave-B,-Katy,-TX-77493	2022-10-24T14:55:17.364Z	29.789707	2022-07-31T16:17:57.000Z	-95.822423	12502	779999	Single Family	1113 Avenue B, Katy, TX 77493		4293	TX	Active	1915	77493
11818 Spring Grove Dr	2.5	3	Houston	Harris County	2022-08-05T13:21:19.901Z	85	11818 Spring Grove Dr, Houston, TX 77099	11818-Spring-Grove-Dr,-Houston,-TX-77099	2022-10-24T14:55:17.364Z	29.669807	2022-07-31T15:32:05.000Z	-95.585936		255000	Single Family	11818 Spring Grove Dr, Houston, TX 77099		1833	TX	Active	1982	77099
19423 Maywood Falls Cir	3	4	Houston	Harris County	2022-08-05T13:21:19.883Z	85	19423 Maywood Falls Cir, Houston, TX 77084	19423-Maywood-Falls-Cir,-Houston,-TX-77084	2022-10-24T14:55:17.363Z	29.812742	2022-07-31T19:59:23.000Z	-95.709211	4726	299900	Single Family	19423 Maywood Falls Cir, Houston, TX 77084		2370	TX	Active	2002	77084
11127 Sherwood Forest Glen Dr	3.5	4	Houston	Harris County	2022-08-05T13:21:19.899Z	85	11127 Sherwood Forest Glen Dr, Houston, TX 77043	11127-Sherwood-Forest-Glen-Dr,-Houston,-TX-77043	2022-10-24T14:55:17.363Z	29.78871	2022-07-31T16:01:57.000Z	-95.580398	1808	409999	Single Family	11127 Sherwood Forest Glen Dr, Houston, TX 77043		2307	TX	Active	2004	77043
2001 Potomac Dr			Houston	Harris County	2022-08-05T13:21:19.885Z	85	2001 Potomac Dr, Houston, TX 77057	2001-Potomac-Dr,-Houston,-TX-77057	2022-10-24T14:55:17.362Z	29.746745	2022-07-31T17:58:24.000Z	-95.488306	12881	895000	Land	2001 Potomac Dr, Houston, TX 77057			TX	Active		77057
3118 Single Ridge Way	2.5	4	Katy	Harris County	2022-08-05T13:21:19.875Z	85	3118 Single Ridge Way, Katy, TX 77493	3118-Single-Ridge-Way,-Katy,-TX-77493	2022-10-24T14:55:17.362Z	29.819183	2022-07-31T21:09:02.000Z	-95.779158	6172	365000	Single Family	3118 Single Ridge Way, Katy, TX 77493		2832	TX	Active	2010	77493
11314 Hazen St	2	4	Houston	Harris County	2022-08-05T13:21:19.887Z	85	11314 Hazen St, Houston, TX 77072	11314-Hazen-St,-Houston,-TX-77072	2022-10-24T14:55:17.361Z	29.689819	2022-07-31T16:20:14.000Z	-95.579341	6599	245000	Single Family	11314 Hazen St, Houston, TX 77072		1752	TX	Active	1970	77072
3210 Same Way	4.5	4	Kingwood	Harris County	2022-08-05T13:11:37.163Z	85	3210 Same Way, Kingwood, TX 77339	3210-Same-Way,-Kingwood,-TX-77339	2022-10-24T14:55:17.361Z	30.083265	2022-07-31T23:34:29.000Z	-95.198298	6325	362500	Single Family	3210 Same Way, Kingwood, TX 77339		3660	TX	Active	2006	77339
3216 Binz St	3.5	4	Houston	Harris County	2022-08-05T13:11:37.167Z	85	3216 Binz St, Houston, TX 77004	3216-Binz-St,-Houston,-TX-77004	2022-10-24T14:55:17.361Z	29.713059	2022-07-31T22:02:58.000Z	-95.36837	6599	649900	Single Family	3216 Binz St, Houston, TX 77004		2959	TX	Active	1941	77004
18718 Fairmont Springs Ct	3.5	5	Cypress	Harris County	2022-08-05T13:21:19.879Z	85	18718 Fairmont Springs Ct, Cypress, TX 77429	18718-Fairmont-Springs-Ct,-Cypress,-TX-77429	2022-10-24T14:55:17.361Z	29.984151	2022-07-31T20:41:30.000Z	-95.710844	6730	460000	Single Family	18718 Fairmont Springs Ct, Cypress, TX 77429		3448	TX	Active	2016	77429
1201 Lindberg St	1.5	4	Baytown	Harris County	2022-08-05T13:11:37.166Z	85	1201 Lindberg St, Baytown, TX 77520	1201-Lindberg-St,-Baytown,-TX-77520	2022-10-24T14:55:17.360Z	29.729188	2022-07-31T23:32:58.000Z	-94.983983	5998	225000	Single Family	1201 Lindberg St, Baytown, TX 77520		1440	TX	Active	1950	77520
218 Ishmeal St	2	3	Houston	Harris County	2022-08-05T13:11:37.163Z	85	218 Ishmeal St, Houston, TX 77076	218-Ishmeal-St,-Houston,-TX-77076	2022-10-24T14:55:17.360Z	29.851127	2022-08-01T00:16:54.000Z	-95.401555	7126	329900	Single Family	218 Ishmeal St, Houston, TX 77076		1480	TX	Active	1960	77076
1011 Studemont St	1	1	Houston	Harris County	2021-04-18T14:49:39.222Z	85	1011 Studemont St, Ste 307, Houston, TX 77007	1011-Studemont-St,-Ste-307,-Houston,-TX-77007	2022-10-24T14:55:17.360Z	29.769605	2022-08-01T02:20:28.000Z	-95.391957		220000	Condo	1011 Studemont St Ste 307, Houston, TX 77007		717	TX	Active	2015	77007
4527 Donalbain Dr	2	3	Spring	Harris County	2022-08-05T13:11:37.160Z	85	4527 Donalbain Dr, Spring, TX 77373	4527-Donalbain-Dr,-Spring,-TX-77373	2022-10-24T14:55:17.359Z	30.04146	2022-08-01T03:28:37.000Z	-95.360579	7501	210000	Single Family	4527 Donalbain Dr, Spring, TX 77373		1284	TX	Active	1972	77373
22619 Theodoli Dr	2	3	Katy	Harris County	2022-08-05T13:11:37.159Z	85	22619 Theodoli Dr, Katy, TX 77449	22619-Theodoli-Dr,-Katy,-TX-77449	2022-10-24T14:55:17.359Z	29.834736	2022-08-01T02:06:30.000Z	-95.76742	7248	295000	Single Family	22619 Theodoli Dr, Katy, TX 77449		1568	TX	Active	2020	77449
7703 Muirfield Cir	2.5	5	Houston	Harris County	2022-08-05T13:11:37.160Z	85	7703 Muirfield Cir, Houston, TX 77095	7703-Muirfield-Cir,-Houston,-TX-77095	2022-10-24T14:55:17.359Z	29.890778	2022-08-01T01:52:31.000Z	-95.626868	9369	400000	Single Family	7703 Muirfield Cir, Houston, TX 77095		2780	TX	Active	1978	77095
16330 Sky Blue Ln	2	3	Houston	Harris County	2020-11-14T17:09:29.210Z	85	16330 Sky Blue Ln, Houston, TX 77095	16330-Sky-Blue-Ln,-Houston,-TX-77095	2022-10-24T14:55:17.358Z	29.881132	2022-08-01T07:04:26.000Z	-95.656171	6299	258000	Single Family	16330 Sky Blue Ln, Houston, TX 77095		1510	TX	Active	1983	77095
12827 Ashford Meadow Dr	2	3	Houston	Harris County	2022-08-05T13:11:37.158Z	85	12827 Ashford Meadow Dr, Houston, TX 77082	12827-Ashford-Meadow-Dr,-Houston,-TX-77082	2022-10-24T14:55:17.358Z	29.733387	2022-08-01T03:25:48.000Z	-95.612753	5005	265000	Single Family	12827 Ashford Meadow Dr, Houston, TX 77082		1779	TX	Active	1981	77082
3505 Delhi St	1	2	Houston	Harris County	2022-08-05T13:11:37.156Z	85	3505 Delhi St, Houston, TX 77022	3505-Delhi-St,-Houston,-TX-77022	2022-10-24T14:55:17.358Z	29.818428	2022-08-01T04:01:53.000Z	-95.387548	5998	220000	Single Family	3505 Delhi St, Houston, TX 77022		648	TX	Active	1940	77022
2318 Marble Falls Dr	2	3	Spring	Harris County	2022-08-05T13:11:37.157Z	85	2318 Marble Falls Dr, Spring, TX 77373	2318-Marble-Falls-Dr,-Spring,-TX-77373	2022-10-24T14:55:17.357Z	30.050658	2022-08-01T07:04:26.000Z	-95.400175	6826	260000	Single Family	2318 Marble Falls Dr, Spring, TX 77373		2295	TX	Active	1978	77373
22207 Nobles Crossing Dr	2	3	Spring	Harris County	2022-08-05T13:11:37.154Z	85	22207 Nobles Crossing Dr, Spring, TX 77373	22207-Nobles-Crossing-Dr,-Spring,-TX-77373	2022-10-24T14:55:17.357Z	30.035023	2022-08-01T07:04:26.000Z	-95.348314	6368	247000	Single Family	22207 Nobles Crossing Dr, Spring, TX 77373		1782	TX	Active	2000	77373
5602 Indigo St	2.5	4	Houston	Harris County	2022-08-05T13:11:37.157Z	85	5602 Indigo St, Houston, TX 77096	5602-Indigo-St,-Houston,-TX-77096	2022-10-24T14:55:17.357Z	29.686795	2022-08-01T04:08:01.000Z	-95.48682	12480	469000	Single Family	5602 Indigo St, Houston, TX 77096		2480	TX	Active	1965	77096
18702 Continental Pkwy			Humble	Harris County	2022-08-05T13:11:37.147Z	85	18702 Continental Pkwy, Humble, TX 77346	18702-Continental-Pkwy,-Humble,-TX-77346	2022-10-24T14:55:17.356Z	29.992123	2022-08-01T13:50:47.000Z	-95.199136	24224	99900	Land	18702 Continental Pkwy, Humble, TX 77346			TX	Active		77346
15907 Cavendish Dr	2	3	Houston	Harris County	2022-08-05T13:11:37.153Z	85	15907 Cavendish Dr, Houston, TX 77059	15907-Cavendish-Dr,-Houston,-TX-77059	2022-10-24T14:55:17.356Z	29.599123	2022-08-01T12:26:12.000Z	-95.117311	7362	274900	Single Family	15907 Cavendish Dr, Houston, TX 77059		1832	TX	Active	1976	77059
7522 Water Wood Trl	3.5	4	Humble	Harris County	2022-08-05T13:11:37.146Z	85	7522 Water Wood Trl, Humble, TX 77346	7522-Water-Wood-Trl,-Humble,-TX-77346	2022-10-24T14:55:17.356Z	30.013832	2022-08-01T13:50:47.000Z	-95.164286	10158	639900	Single Family	7522 Water Wood Trl, Humble, TX 77346		4284	TX	Active	2001	77346
8147 Theisswood Rd	2.5	4	Spring	Harris County	2022-08-05T13:11:37.155Z	85	8147 Theisswood Rd, Spring, TX 77379	8147-Theisswood-Rd,-Spring,-TX-77379	2022-10-24T14:55:17.355Z	30.025444	2022-08-01T07:04:26.000Z	-95.545215	10189	297000	Single Family	8147 Theisswood Rd, Spring, TX 77379		2479	TX	Active	1974	77379
7302 Echo Pines Dr	2	3	Humble	Harris County	2022-08-05T13:11:37.152Z	85	7302 Echo Pines Dr, Humble, TX 77346	7302-Echo-Pines-Dr,-Humble,-TX-77346	2022-10-24T14:55:17.355Z	29.989073	2022-08-01T07:04:26.000Z	-95.166872	7370	232000	Single Family	7302 Echo Pines Dr, Humble, TX 77346		1692	TX	Active	1982	77346
16506 Wellers Way	2	4	Houston	Harris County	2022-08-05T13:11:37.158Z	85	16506 Wellers Way, Houston, TX 77095	16506-Wellers-Way,-Houston,-TX-77095	2022-10-24T14:55:17.355Z	29.900798	2022-08-01T07:04:26.000Z	-95.660504	7314	303000	Single Family	16506 Wellers Way, Houston, TX 77095		2220	TX	Active	1987	77095
8528 Talton St	2	4	Houston	Harris County	2022-08-05T13:11:37.111Z	84	8528 Talton St, Houston, TX 77028	8528-Talton-St,-Houston,-TX-77028	2022-10-24T14:55:17.354Z	29.843448	2022-08-01T15:45:57.000Z	-95.267389	5287	269900	Single Family	8528 Talton St, Houston, TX 77028		1440	TX	Active	2022	77028
7123 Troulon Dr	2	3	Houston	Harris County	2022-08-05T13:09:19.740Z	84	7123 Troulon Dr, Houston, TX 77074	7123-Troulon-Dr,-Houston,-TX-77074	2022-10-24T14:55:17.354Z	29.690476	2022-08-01T17:58:01.000Z	-95.51114	7436	249500	Single Family	7123 Troulon Dr, Houston, TX 77074		1424	TX	Active	1960	77074
7144 Ave N	4	5	Houston	Harris County	2022-08-05T13:11:37.110Z	84	7144 Ave N, Houston, TX 77011	7144-Ave-N,-Houston,-TX-77011	2022-10-24T14:55:17.354Z	29.742987	2022-08-01T15:45:57.000Z	-95.29463	5001	299990	Single Family	7144 Avenue N, Houston, TX 77011		2306	TX	Active	1930	77011
12210 Oxford Crescent Cir	3.5	4	Houston	Harris County	2022-08-05T13:11:37.117Z	84	12210 Oxford Crescent Cir, Houston, TX 77082	12210-Oxford-Crescent-Cir,-Houston,-TX-77082	2022-10-24T14:55:17.354Z	29.734116	2022-08-01T15:21:05.000Z	-95.596382	1830	398500	Single Family	12210 Oxford Crescent Cir, Houston, TX 77082		2286	TX	Active	2017	77082
3502 Bellaire Blvd	2.5	3	Ace	Harris County	2022-08-05T13:11:37.146Z	85	3502 Bellaire Blvd, West University Pl, Ace, TX 77025	3502-Bellaire-Blvd,-West-University-Pl,-Ace,-TX-77025	2022-10-24T14:55:17.353Z	29.706347	2022-08-01T13:50:47.000Z	-95.431067	4150	549990	Townhouse	3502 Bellaire Blvd, West University Place, TX 77025		3552	TX	Active	1979	77025
14807 Hackenburg Branch Ct	2.5	4	Cypress	Harris County	2022-09-05T14:08:41.753Z	85	14807 Hackenburg Branch Ct, Cypress, TX 77433	14807-Hackenburg-Branch-Ct,-Cypress,-TX-77433	2022-10-24T14:55:17.353Z	29.964373	2022-08-01T14:36:27.000Z	-95.751048	8879	500165	Single Family	14807 Hackenburg Branch Ct, Cypress, TX 77433		2522	TX	Active	2022	77433
8100 Cambridge St	2	2	Houston	Harris County	2022-08-05T13:11:37.145Z	85	8100 Cambridge St, Apt 120, Houston, TX 77054	8100-Cambridge-St,-Apt-120,-Houston,-TX-77054	2022-10-24T14:55:17.353Z	29.688163	2022-08-01T13:50:47.000Z	-95.39291	162073	180000	Condo	8100 Cambridge St Apt 120, Houston, TX 77054		1299	TX	Active	1980	77054
6100 Stuebner Airline Rd			Houston	Harris County	2022-08-05T13:09:19.739Z	84	6100 Stuebner Airline Rd, Houston, TX 77091	6100-Stuebner-Airline-Rd,-Houston,-TX-77091	2022-10-24T14:55:17.352Z	29.853561	2022-08-01T17:58:01.000Z	-95.407748	212895	3500000	Land	6100 Stuebner Airline Rd, Houston, TX 77091			TX	Active		77091
17719 Holt Fleet Dr	2	3	Houston	Harris County	2022-08-06T13:48:37.638Z	84	17719 Holt Fleet Dr, Houston, TX 77044	17719-Holt-Fleet-Dr,-Houston,-TX-77044	2022-10-24T14:55:17.352Z	29.97765	2022-08-01T17:58:01.000Z	-95.158602	7623	267000	Single Family	17719 Holt Fleet Dr, Houston, TX 77044		1531	TX	Active	2018	77044
5927 Havenwoods Dr	2.5	4	Houston	Harris County	2022-08-06T13:48:37.636Z	84	5927 Havenwoods Dr, Houston, TX 77066	5927-Havenwoods-Dr,-Houston,-TX-77066	2022-10-24T14:55:17.352Z	29.970246	2022-08-01T17:58:01.000Z	-95.512857	9601	292000	Single Family	5927 Havenwoods Dr, Houston, TX 77066		2760	TX	Active	1973	77066
17319 Tall Cypress Dr	3.5	5	Spring	Harris County	2022-08-05T13:09:19.727Z	84	17319 Tall Cypress Dr, Spring, TX 77388	17319-Tall-Cypress-Dr,-Spring,-TX-77388	2022-10-24T14:55:17.351Z	30.028532	2022-08-01T17:58:01.000Z	-95.473732	9200	399000	Single Family	17319 Tall Cypress Dr, Spring, TX 77388		3125	TX	Active	1972	77388
6319 Cantigny Lake Dr	2	3	Katy	Harris County	2022-07-07T17:24:52.017Z	84	6319 Cantigny Lake Dr, Katy, TX 77493	6319-Cantigny-Lake-Dr,-Katy,-TX-77493	2022-10-24T14:55:17.339Z	29.865386	2022-08-01T17:58:01.000Z	-95.79853	6730	325000	Single Family	6319 Cantigny Lake Dr, Katy, TX 77493		1812	TX	Active	2021	77493
4418 Madden Ln	1	3	Houston	Harris County	2022-08-05T13:09:19.703Z	84	4418 Madden Ln, Houston, TX 77047	4418-Madden-Ln,-Houston,-TX-77047	2022-10-24T14:55:17.338Z	29.632801	2022-08-01T17:58:01.000Z	-95.358273	6146	140000	Single Family	4418 Madden Ln, Houston, TX 77047		1329	TX	Active	1957	77047
15602 Lago Villa Dr	2	3	Tomball	Harris County	2022-08-05T13:09:19.726Z	84	15602 Lago Villa Dr, Tomball, TX 77377	15602-Lago-Villa-Dr,-Tomball,-TX-77377	2022-10-24T14:55:17.338Z	30.001109	2022-08-01T17:58:01.000Z	-95.587239		335000	Single Family	15602 Lago Villa Dr, Tomball, TX 77377		1997	TX	Active	1981	77377
939 Memorial Village Dr	3	3	Houston	Harris County	2022-08-05T13:09:19.683Z	84	939 Memorial Village Dr, Unit 38, Houston, TX 77024	939-Memorial-Village-Dr,-Unit-38,-Houston,-TX-77024	2022-10-24T14:55:17.337Z	29.779484	2022-08-01T17:58:01.000Z	-95.533797	1165	382550	Condo	939 Memorial Village Dr Unit 38, Houston, TX 77024		1658	TX	Active	1978	77024
4537 Larch Ln			Bellaire	Harris County	2022-08-05T13:09:19.740Z	84	4537 Larch Ln, Bellaire, TX 77401	4537-Larch-Ln,-Bellaire,-TX-77401	2022-10-24T14:55:17.337Z	29.714167	2022-08-01T17:58:01.000Z	-95.453392	8751	540000	Land	4537 Larch Ln, Bellaire, TX 77401			TX	Active		77401
